"Code","Primary Role Name","Geographic Local Authority Name"
"NXX5E","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"NXX5F","INDEPENDENT SECTOR H/C PROVIDER SITE","SOLIHULL METROPOLITAN BOROUGH COUNCIL"
"NXX5G","INDEPENDENT SECTOR H/C PROVIDER SITE","SOUTH GLOUCESTERSHIRE COUNCIL"
"NXX5H","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NTX0B","INDEPENDENT SECTOR H/C PROVIDER SITE","ROTHERHAM METROPOLITAN BOROUGH COUNCIL"
"NEP2O","INDEPENDENT SECTOR H/C PROVIDER SITE","NEWCASTLE CITY COUNCIL"
"NEP2S","INDEPENDENT SECTOR H/C PROVIDER SITE","NEWCASTLE CITY COUNCIL"
"NEY25","INDEPENDENT SECTOR H/C PROVIDER SITE","HALTON BOROUGH COUNCIL"
"DXP01","INDEPENDENT SECTOR H/C PROVIDER SITE","WORCESTERSHIRE COUNTY COUNCIL"
"NY6M9","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NY61J","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NY6N1","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NY6N2","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NY61K","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NWC05","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"AY702","INDEPENDENT SECTOR H/C PROVIDER SITE","NORFOLK COUNTY COUNCIL"
"AY703","INDEPENDENT SECTOR H/C PROVIDER SITE","NORFOLK COUNTY COUNCIL"
"AY704","INDEPENDENT SECTOR H/C PROVIDER SITE","PETERBOROUGH CITY COUNCIL"
"AY705","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"AY706","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NFC0O","INDEPENDENT SECTOR H/C PROVIDER SITE","WARWICKSHIRE COUNTY COUNCIL"
"NTV30","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NRF07","INDEPENDENT SECTOR H/C PROVIDER SITE","WILTSHIRE COUNCIL"
"NRF08","INDEPENDENT SECTOR H/C PROVIDER SITE","PORTSMOUTH CITY COUNCIL"
"DE868","INDEPENDENT SECTOR H/C PROVIDER SITE","KNOWSLEY METROPOLITAN BOROUGH COUNCIL"
"DE869","INDEPENDENT SECTOR H/C PROVIDER SITE","WESTMORLAND AND FURNESS COUNCIL"
"DE870","INDEPENDENT SECTOR H/C PROVIDER SITE","BARNSLEY METROPOLITAN BOROUGH COUNCIL"
"DE871","INDEPENDENT SECTOR H/C PROVIDER SITE","CAERPHILLY UA"
"NEMAI","INDEPENDENT SECTOR H/C PROVIDER SITE","STOCKPORT METROPOLITAN BOROUGH COUNCIL"
"NEMAJ","INDEPENDENT SECTOR H/C PROVIDER SITE","STOCKPORT METROPOLITAN BOROUGH COUNCIL"
"NEMAK","INDEPENDENT SECTOR H/C PROVIDER SITE","TAMESIDE METROPOLITAN BOROUGH COUNCIL"
"NO06A","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"NO06C","INDEPENDENT SECTOR H/C PROVIDER SITE","CENTRAL BEDFORDSHIRE COUNCIL"
"NY63K","INDEPENDENT SECTOR H/C PROVIDER SITE","BARNSLEY METROPOLITAN BOROUGH COUNCIL"
"NR329","INDEPENDENT SECTOR H/C PROVIDER SITE","NOTTINGHAM CITY COUNCIL"
"NEMAL","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NT385","INDEPENDENT SECTOR H/C PROVIDER SITE","ISLE OF WIGHT COUNCIL"
"NT386","INDEPENDENT SECTOR H/C PROVIDER SITE","ISLE OF WIGHT COUNCIL"
"NV60U","INDEPENDENT SECTOR H/C PROVIDER SITE","BLACKPOOL BOROUGH COUNCIL"
"NBG7H","INDEPENDENT SECTOR H/C PROVIDER SITE","MANCHESTER CITY COUNCIL"
"NYNEB","INDEPENDENT SECTOR H/C PROVIDER SITE","STAFFORDSHIRE COUNTY COUNCIL"
"NTV31","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"DXQ01","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF SOUTHWARK"
"DXQ02","INDEPENDENT SECTOR H/C PROVIDER SITE","SOUTH GLOUCESTERSHIRE COUNCIL"
"DAY18","INDEPENDENT SECTOR H/C PROVIDER SITE","LEICESTER CITY COUNCIL"
"DXR01","INDEPENDENT SECTOR H/C PROVIDER SITE","BOLTON METROPOLITAN BOROUGH COUNCIL"
"DXR02","INDEPENDENT SECTOR H/C PROVIDER SITE","BOLTON METROPOLITAN BOROUGH COUNCIL"
"NVC1A","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NXX5I","INDEPENDENT SECTOR H/C PROVIDER SITE","BLACKPOOL BOROUGH COUNCIL"
"DTM02","INDEPENDENT SECTOR H/C PROVIDER SITE","PLYMOUTH CITY COUNCIL"
"DXT01","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF WESTMINSTER"
"NTG0H","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF RICHMOND UPON THAMES"
"NTG0I","INDEPENDENT SECTOR H/C PROVIDER SITE","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"NTG0J","INDEPENDENT SECTOR H/C PROVIDER SITE","WILTSHIRE COUNCIL"
"DN402","INDEPENDENT SECTOR H/C PROVIDER SITE","READING BOROUGH COUNCIL"
"NFC0P","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF HOUNSLOW"
"NFC0Q","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF HOUNSLOW"
"NFC0R","INDEPENDENT SECTOR H/C PROVIDER SITE","DERBYSHIRE COUNTY COUNCIL"
"DXV01","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF SOUTHWARK"
"NNJ10","INDEPENDENT SECTOR H/C PROVIDER SITE","LEICESTERSHIRE COUNTY COUNCIL"
"NYNEI","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL"
"DTL03","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"NWC06","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NQL17","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH EAST LINCOLNSHIRE COUNCIL"
"NO06D","INDEPENDENT SECTOR H/C PROVIDER SITE","HERTFORDSHIRE COUNTY COUNCIL"
"NHT0V","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF WESTMINSTER"
"DKE60","INDEPENDENT SECTOR H/C PROVIDER SITE","ROCHDALE METROPOLITAN BOROUGH COUNCIL"
"NFO43","INDEPENDENT SECTOR H/C PROVIDER SITE","WARRINGTON BOROUGH COUNCIL"
"NV14Y","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF SUTTON"
"NV15A","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NMJ1E","INDEPENDENT SECTOR H/C PROVIDER SITE","STAFFORDSHIRE COUNTY COUNCIL"
"NYNEO","INDEPENDENT SECTOR H/C PROVIDER SITE","COVENTRY CITY COUNCIL"
"NRP0U","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NRP0V","INDEPENDENT SECTOR H/C PROVIDER SITE","NOTTINGHAM CITY COUNCIL"
"DXW01","INDEPENDENT SECTOR H/C PROVIDER SITE","LEICESTERSHIRE COUNTY COUNCIL"
"NY64K","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NVX44","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF SOUTHWARK"
"NMK0B","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF WANDSWORTH"
"NMK0C","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF WANDSWORTH"
"NMK0D","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF WANDSWORTH"
"NMK0E","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF WANDSWORTH"
"NMK0F","INDEPENDENT SECTOR H/C PROVIDER SITE","OXFORDSHIRE COUNTY COUNCIL"
"NMK0G","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF WANDSWORTH"
"NO06E","INDEPENDENT SECTOR H/C PROVIDER SITE","STOKE-ON-TRENT CITY COUNCIL"
"NO06F","INDEPENDENT SECTOR H/C PROVIDER SITE","STAFFORDSHIRE COUNTY COUNCIL"
"NO06H","INDEPENDENT SECTOR H/C PROVIDER SITE","NOTTINGHAM CITY COUNCIL"
"NO06J","INDEPENDENT SECTOR H/C PROVIDER SITE","CENTRAL BEDFORDSHIRE COUNCIL"
"NY65K","INDEPENDENT SECTOR H/C PROVIDER SITE","DURHAM COUNTY COUNCIL"
"NV15B","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NV15C","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF WESTMINSTER"
"AXA03","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF TOWER HAMLETS"
"NX10I","INDEPENDENT SECTOR H/C PROVIDER SITE","WORCESTERSHIRE COUNTY COUNCIL"
"DKE0H","INDEPENDENT SECTOR H/C PROVIDER SITE","WALSALL METROPOLITAN BOROUGH COUNCIL"
"DKE0I","INDEPENDENT SECTOR H/C PROVIDER SITE","WALSALL METROPOLITAN BOROUGH COUNCIL"
"DKE0J","INDEPENDENT SECTOR H/C PROVIDER SITE","WALSALL METROPOLITAN BOROUGH COUNCIL"
"DKE0K","INDEPENDENT SECTOR H/C PROVIDER SITE","WALSALL METROPOLITAN BOROUGH COUNCIL"
"DKE0L","INDEPENDENT SECTOR H/C PROVIDER SITE","WALSALL METROPOLITAN BOROUGH COUNCIL"
"DKE0M","INDEPENDENT SECTOR H/C PROVIDER SITE","WALSALL METROPOLITAN BOROUGH COUNCIL"
"DKE0N","INDEPENDENT SECTOR H/C PROVIDER SITE","WALSALL METROPOLITAN BOROUGH COUNCIL"
"NMG0I","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTHUMBERLAND COUNTY COUNCIL"
"DXV0W","INDEPENDENT SECTOR H/C PROVIDER SITE","MANCHESTER CITY COUNCIL"
"NT10P","INDEPENDENT SECTOR H/C PROVIDER SITE","WARWICKSHIRE COUNTY COUNCIL"
"NT10Q","INDEPENDENT SECTOR H/C PROVIDER SITE","WARWICKSHIRE COUNTY COUNCIL"
"NT10R","INDEPENDENT SECTOR H/C PROVIDER SITE","COVENTRY CITY COUNCIL"
"DXX01","INDEPENDENT SECTOR H/C PROVIDER SITE","DURHAM COUNTY COUNCIL"
"NY66K","INDEPENDENT SECTOR H/C PROVIDER SITE","SHEFFIELD CITY COUNCIL"
"NY67K","INDEPENDENT SECTOR H/C PROVIDER SITE","SHEFFIELD CITY COUNCIL"
"NL53I","INDEPENDENT SECTOR H/C PROVIDER SITE","WORCESTERSHIRE COUNTY COUNCIL"
"NL53K","INDEPENDENT SECTOR H/C PROVIDER SITE","WORCESTERSHIRE COUNTY COUNCIL"
"NL53L","INDEPENDENT SECTOR H/C PROVIDER SITE","WORCESTERSHIRE COUNTY COUNCIL"
"NL53M","INDEPENDENT SECTOR H/C PROVIDER SITE","WORCESTERSHIRE COUNTY COUNCIL"
"NL53N","INDEPENDENT SECTOR H/C PROVIDER SITE","WORCESTERSHIRE COUNTY COUNCIL"
"NL53O","INDEPENDENT SECTOR H/C PROVIDER SITE","WORCESTERSHIRE COUNTY COUNCIL"
"NWE0G","INDEPENDENT SECTOR H/C PROVIDER SITE","PLYMOUTH CITY COUNCIL"
"NWE0H","INDEPENDENT SECTOR H/C PROVIDER SITE","DEVON COUNTY COUNCIL"
"NMK0H","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF BROMLEY"
"NY68K","INDEPENDENT SECTOR H/C PROVIDER SITE","SHEFFIELD CITY COUNCIL"
"NBG7I","INDEPENDENT SECTOR H/C PROVIDER SITE","WALSALL METROPOLITAN BOROUGH COUNCIL"
"NBG7J","INDEPENDENT SECTOR H/C PROVIDER SITE","STAFFORDSHIRE COUNTY COUNCIL"
"ANM03","INDEPENDENT SECTOR H/C PROVIDER SITE","HAMPSHIRE COUNTY COUNCIL"
"ANM04","INDEPENDENT SECTOR H/C PROVIDER SITE","HAMPSHIRE COUNTY COUNCIL"
"DXY01","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL"
"NCN1H","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NYNES","INDEPENDENT SECTOR H/C PROVIDER SITE","ROYAL BOROUGH OF KENSINGTON AND CHELSEA"
"NV15D","INDEPENDENT SECTOR H/C PROVIDER SITE","OLDHAM METROPOLITAN BOROUGH COUNCIL"
"ACG30","INDEPENDENT SECTOR H/C PROVIDER SITE","NOTTINGHAMSHIRE COUNTY COUNCIL"
"NRR03","INDEPENDENT SECTOR H/C PROVIDER SITE","MILTON KEYNES COUNCIL"
"NFH02","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH SOMERSET COUNCIL"
"NFH03","INDEPENDENT SECTOR H/C PROVIDER SITE","SOMERSET COUNCIL"
"NBG7K","INDEPENDENT SECTOR H/C PROVIDER SITE","WALSALL METROPOLITAN BOROUGH COUNCIL"
"NBG7L","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL"
"DAY19","INDEPENDENT SECTOR H/C PROVIDER SITE","LEICESTERSHIRE COUNTY COUNCIL"
"DAY20","INDEPENDENT SECTOR H/C PROVIDER SITE","LEICESTERSHIRE COUNTY COUNCIL"
"NEMAM","INDEPENDENT SECTOR H/C PROVIDER SITE","CHESHIRE EAST COUNCIL"
"NFH04","INDEPENDENT SECTOR H/C PROVIDER SITE","SOMERSET COUNCIL"
"NQV26","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF BROMLEY"
"DY001","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF REDBRIDGE"
"DY002","INDEPENDENT SECTOR H/C PROVIDER SITE","LIVERPOOL CITY COUNCIL"
"DY003","INDEPENDENT SECTOR H/C PROVIDER SITE","COVENTRY CITY COUNCIL"
"NKB02","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF EALING"
"DY004","INDEPENDENT SECTOR H/C PROVIDER SITE","ST HELENS COUNCIL"
"DY005","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL"
"DY006","INDEPENDENT SECTOR H/C PROVIDER SITE","HAMPSHIRE COUNTY COUNCIL"
"DY007","INDEPENDENT SECTOR H/C PROVIDER SITE","LEICESTERSHIRE COUNTY COUNCIL"
"DY008","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH LINCOLNSHIRE COUNCIL"
"DY009","INDEPENDENT SECTOR H/C PROVIDER SITE","SWINDON BOROUGH COUNCIL"
"DY00A","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF ISLINGTON"
"NFH05","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH SOMERSET COUNCIL"
"NV15E","INDEPENDENT SECTOR H/C PROVIDER SITE","ROYAL BOROUGH OF WINDSOR AND MAIDENHEAD"
"NVC1B","INDEPENDENT SECTOR H/C PROVIDER SITE","REDCAR AND CLEVELAND BOROUGH COUNCIL"
"DY00B","INDEPENDENT SECTOR H/C PROVIDER SITE","NEWCASTLE CITY COUNCIL"
"DY00C","INDEPENDENT SECTOR H/C PROVIDER SITE","ISLE OF WIGHT COUNCIL"
"DY00D","INDEPENDENT SECTOR H/C PROVIDER SITE","ISLE OF WIGHT COUNCIL"
"DY00E","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF HARROW"
"DY00F","INDEPENDENT SECTOR H/C PROVIDER SITE","WESTMORLAND AND FURNESS COUNCIL"
"NBG7M","INDEPENDENT SECTOR H/C PROVIDER SITE","STOCKPORT METROPOLITAN BOROUGH COUNCIL"
"NBG7N","INDEPENDENT SECTOR H/C PROVIDER SITE","STOCKPORT METROPOLITAN BOROUGH COUNCIL"
"NYNEU","INDEPENDENT SECTOR H/C PROVIDER SITE","NORFOLK COUNTY COUNCIL"
"NT387","INDEPENDENT SECTOR H/C PROVIDER SITE","CHESHIRE EAST COUNCIL"
"DY201","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"DY202","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"NTG0K","INDEPENDENT SECTOR H/C PROVIDER SITE","MIDDLESBROUGH BOROUGH COUNCIL"
"DY301","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH TYNESIDE COUNCIL"
"DAY21","INDEPENDENT SECTOR H/C PROVIDER SITE","LEICESTERSHIRE COUNTY COUNCIL"
"DAY22","INDEPENDENT SECTOR H/C PROVIDER SITE","LEICESTERSHIRE COUNTY COUNCIL"
"DAY23","INDEPENDENT SECTOR H/C PROVIDER SITE","LEICESTERSHIRE COUNTY COUNCIL"
"NV15F","INDEPENDENT SECTOR H/C PROVIDER SITE",""
"NY69K","INDEPENDENT SECTOR H/C PROVIDER SITE","SHEFFIELD CITY COUNCIL"
"NBG7O","INDEPENDENT SECTOR H/C PROVIDER SITE","STOCKPORT METROPOLITAN BOROUGH COUNCIL"
"NBG7P","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NTX0C","INDEPENDENT SECTOR H/C PROVIDER SITE","NOTTINGHAMSHIRE COUNTY COUNCIL"
"DPH04","INDEPENDENT SECTOR H/C PROVIDER SITE","SLOUGH BOROUGH COUNCIL"
"NVC1C","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NYNFB","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF ENFIELD"
"DKE0O","INDEPENDENT SECTOR H/C PROVIDER SITE","WALSALL METROPOLITAN BOROUGH COUNCIL"
"DKE0P","INDEPENDENT SECTOR H/C PROVIDER SITE","WALSALL METROPOLITAN BOROUGH COUNCIL"
"AAT39","INDEPENDENT SECTOR H/C PROVIDER SITE","BRACKNELL FOREST COUNCIL"
"DY401","INDEPENDENT SECTOR H/C PROVIDER SITE","CORNWALL COUNCIL"
"DY402","INDEPENDENT SECTOR H/C PROVIDER SITE","CORNWALL COUNCIL"
"NTX0D","INDEPENDENT SECTOR H/C PROVIDER SITE","NOTTINGHAMSHIRE COUNTY COUNCIL"
"AGQ02","INDEPENDENT SECTOR H/C PROVIDER SITE","NOTTINGHAMSHIRE COUNTY COUNCIL"
"NEMAN","INDEPENDENT SECTOR H/C PROVIDER SITE","WALSALL METROPOLITAN BOROUGH COUNCIL"
"NY61L","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NFO44","INDEPENDENT SECTOR H/C PROVIDER SITE","WARRINGTON BOROUGH COUNCIL"
"NFO45","INDEPENDENT SECTOR H/C PROVIDER SITE","SALFORD CITY COUNCIL"
"DY501","INDEPENDENT SECTOR H/C PROVIDER SITE","HERTFORDSHIRE COUNTY COUNCIL"
"NEMAO","INDEPENDENT SECTOR H/C PROVIDER SITE","TAMESIDE METROPOLITAN BOROUGH COUNCIL"
"DN703","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF BARNET"
"DN704","INDEPENDENT SECTOR H/C PROVIDER SITE","ROTHERHAM METROPOLITAN BOROUGH COUNCIL"
"NBG7Q","INDEPENDENT SECTOR H/C PROVIDER SITE","OLDHAM METROPOLITAN BOROUGH COUNCIL"
"NBG7R","INDEPENDENT SECTOR H/C PROVIDER SITE","DERBYSHIRE COUNTY COUNCIL"
"DT204","INDEPENDENT SECTOR H/C PROVIDER SITE","HULL CITY COUNCIL"
"DT205","INDEPENDENT SECTOR H/C PROVIDER SITE","HULL CITY COUNCIL"
"NO06G","INDEPENDENT SECTOR H/C PROVIDER SITE","TELFORD & WREKIN COUNCIL"
"NO06K","INDEPENDENT SECTOR H/C PROVIDER SITE","WARWICKSHIRE COUNTY COUNCIL"
"NO06L","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"NO06M","INDEPENDENT SECTOR H/C PROVIDER SITE","SANDWELL METROPOLITAN BOROUGH COUNCIL"
"NO06N","INDEPENDENT SECTOR H/C PROVIDER SITE","READING BOROUGH COUNCIL"
"DY00G","INDEPENDENT SECTOR H/C PROVIDER SITE","DUDLEY METROPOLITAN BOROUGH COUNCIL"
"NGL10","INDEPENDENT SECTOR H/C PROVIDER SITE","CORNWALL COUNCIL"
"DY601","INDEPENDENT SECTOR H/C PROVIDER SITE","HAMPSHIRE COUNTY COUNCIL"
"DY602","INDEPENDENT SECTOR H/C PROVIDER SITE","HAMPSHIRE COUNTY COUNCIL"
"AXG10","INDEPENDENT SECTOR H/C PROVIDER SITE","WILTSHIRE COUNCIL"
"NCP0H","INDEPENDENT SECTOR H/C PROVIDER SITE","CHESHIRE EAST COUNCIL"
"DY701","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF ENFIELD"
"DY801","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NEMAP","INDEPENDENT SECTOR H/C PROVIDER SITE","NOTTINGHAM CITY COUNCIL"
"NEMAQ","INDEPENDENT SECTOR H/C PROVIDER SITE","NOTTINGHAMSHIRE COUNTY COUNCIL"
"NEMAR","INDEPENDENT SECTOR H/C PROVIDER SITE","NOTTINGHAMSHIRE COUNTY COUNCIL"
"NEMAS","INDEPENDENT SECTOR H/C PROVIDER SITE","OLDHAM METROPOLITAN BOROUGH COUNCIL"
"NEMAT","INDEPENDENT SECTOR H/C PROVIDER SITE","OLDHAM METROPOLITAN BOROUGH COUNCIL"
"NEMAU","INDEPENDENT SECTOR H/C PROVIDER SITE","OLDHAM METROPOLITAN BOROUGH COUNCIL"
"NEMAV","INDEPENDENT SECTOR H/C PROVIDER SITE","OLDHAM METROPOLITAN BOROUGH COUNCIL"
"NEMAW","INDEPENDENT SECTOR H/C PROVIDER SITE","OLDHAM METROPOLITAN BOROUGH COUNCIL"
"NEMAX","INDEPENDENT SECTOR H/C PROVIDER SITE","OLDHAM METROPOLITAN BOROUGH COUNCIL"
"NEMAY","INDEPENDENT SECTOR H/C PROVIDER SITE","ROCHDALE METROPOLITAN BOROUGH COUNCIL"
"NEMB0","INDEPENDENT SECTOR H/C PROVIDER SITE","ROCHDALE METROPOLITAN BOROUGH COUNCIL"
"NEMB1","INDEPENDENT SECTOR H/C PROVIDER SITE","ROCHDALE METROPOLITAN BOROUGH COUNCIL"
"DY901","INDEPENDENT SECTOR H/C PROVIDER SITE","SALFORD CITY COUNCIL"
"DY902","INDEPENDENT SECTOR H/C PROVIDER SITE","SWINDON BOROUGH COUNCIL"
"ANH07","INDEPENDENT SECTOR H/C PROVIDER SITE","SALFORD CITY COUNCIL"
"NEMB2","INDEPENDENT SECTOR H/C PROVIDER SITE","ROCHDALE METROPOLITAN BOROUGH COUNCIL"
"NEMB3","INDEPENDENT SECTOR H/C PROVIDER SITE","OLDHAM METROPOLITAN BOROUGH COUNCIL"
"NEMB4","INDEPENDENT SECTOR H/C PROVIDER SITE","OLDHAM METROPOLITAN BOROUGH COUNCIL"
"NW622","INDEPENDENT SECTOR H/C PROVIDER SITE","SLOUGH BOROUGH COUNCIL"
"NTG0L","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"DKE61","INDEPENDENT SECTOR H/C PROVIDER SITE","TAMESIDE METROPOLITAN BOROUGH COUNCIL"
"NTG0M","INDEPENDENT SECTOR H/C PROVIDER SITE","STOCKPORT METROPOLITAN BOROUGH COUNCIL"
"DKE62","INDEPENDENT SECTOR H/C PROVIDER SITE","OLDHAM METROPOLITAN BOROUGH COUNCIL"
"NW623","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF TOWER HAMLETS"
"DJN03","INDEPENDENT SECTOR H/C PROVIDER SITE","SANDWELL METROPOLITAN BOROUGH COUNCIL"
"DYA01","INDEPENDENT SECTOR H/C PROVIDER SITE","TORBAY COUNCIL"
"NY62L","INDEPENDENT SECTOR H/C PROVIDER SITE","TAMESIDE METROPOLITAN BOROUGH COUNCIL"
"DCM04","INDEPENDENT SECTOR H/C PROVIDER SITE","WOKINGHAM BOROUGH COUNCIL"
"NBF0D","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"DYC01","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF MERTON"
"DLG04","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"DNE03","INDEPENDENT SECTOR H/C PROVIDER SITE","WARWICKSHIRE COUNTY COUNCIL"
"DNE04","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF TOWER HAMLETS"
"DNE05","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH YORKSHIRE COUNCIL"
"DNE06","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF LEWISHAM"
"NV60V","INDEPENDENT SECTOR H/C PROVIDER SITE","LEICESTERSHIRE COUNTY COUNCIL"
"NV60W","INDEPENDENT SECTOR H/C PROVIDER SITE","MANCHESTER CITY COUNCIL"
"ACG31","INDEPENDENT SECTOR H/C PROVIDER SITE","WORCESTERSHIRE COUNTY COUNCIL"
"NMJ1F","INDEPENDENT SECTOR H/C PROVIDER SITE","SALFORD CITY COUNCIL"
"DYE01","INDEPENDENT SECTOR H/C PROVIDER SITE","EAST SUSSEX COUNTY COUNCIL"
"DXV0F","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF WOLVERHAMPTON COUNCIL"
"DXV86","INDEPENDENT SECTOR H/C PROVIDER SITE","HAMPSHIRE COUNTY COUNCIL"
"DXV95","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF BARKING AND DAGENHAM"
"DXV0C","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF WOLVERHAMPTON COUNCIL"
"DXV45","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF HARINGEY"
"DXV47","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF HARINGEY"
"NEMB5","INDEPENDENT SECTOR H/C PROVIDER SITE","TAMESIDE METROPOLITAN BOROUGH COUNCIL"
"DXV63","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF BARKING AND DAGENHAM"
"DXV87","INDEPENDENT SECTOR H/C PROVIDER SITE","CAMBRIDGESHIRE COUNTY COUNCIL"
